store_id,product_id,sale_date,quantity,unit_price,discount,category,brand,cost_price,location,region,gross_amount,net_amount,profit
8,116,2025-10-03,2,3077.79,147.84,electronics,BrandD,4435.46,North Kristopherborough,south,6155.58,6007.74,-2863.18
1,127,2025-09-13,9,5224.86,131.67,electronics,BrandC,2587.64,Thomasberg,south,47023.74,46892.07,23603.31
9,141,2025-09-16,4,2382.76,183.56,groceries,BrandE,1878.61,New Ericmouth,west,9531.04,9347.48,1833.04
1,140,2025-08-17,10,1895.38,0.36,toys,BrandE,648.15,Thomasberg,south,18953.8,18953.44,12471.94
6,130,2025-08-28,9,466.26,319.01,toys,BrandE,4224.18,South Donna,north,4196.34,3877.33,-34140.29
4,105,2025-09-16,3,5147.3,189.52,toys,BrandB,883.91,Saraville,north,15441.9,15252.38,12600.65
2,108,2025-10-07,7,953.59,92.77,toys,BrandB,1985.36,Brandonfurt,south,6675.13,6582.36,-7315.16
1,132,2025-08-12,3,1321.74,9.36,electronics,BrandB,1074.66,Thomasberg,south,3965.22,3955.86,731.88
1,139,2025-10-21,3,2543.77,428.41,groceries,BrandB,2494.17,Thomasberg,south,7631.31,7202.9,-279.61
4,135,2025-10-04,5,3481.01,388.01,electronics,BrandD,4772.15,Saraville,north,17405.05,17017.04,-6843.71
4,102,2025-09-15,5,5453.73,119.39,electronics,BrandC,3803.33,Saraville,north,27268.65,27149.26,8132.61
1,141,2025-08-15,5,2826.79,360.5,groceries,BrandE,1878.61,Thomasberg,south,14133.95,13773.45,4380.4
10,133,2025-09-01,8,2000.84,329.14,furniture,BrandD,1932.18,New Melanie,south,16006.72,15677.58,220.14
3,137,2025-10-14,3,4336.66,269.48,electronics,BrandC,4600.62,Lake Tammychester,east,13009.98,12740.5,-1061.36
4,116,2025-10-06,2,4706.81,193.75,electronics,BrandD,4435.46,Saraville,north,9413.62,9219.87,348.95
3,146,2025-09-18,3,3002.35,262.03,clothing,BrandD,2880.05,Lake Tammychester,east,9007.05,8745.02,104.87
8,110,2025-11-03,7,3841.54,248.77,toys,BrandA,2393.44,North Kristopherborough,south,26890.78,26642.01,9887.93
2,119,2025-09-30,5,1184.42,275.73,groceries,BrandE,1766.86,Brandonfurt,south,5922.1,5646.37,-3187.93
10,128,2025-09-13,7,3861.82,306.52,groceries,BrandA,621.41,New Melanie,south,27032.74,26726.22,22376.35
4,101,2025-10-12,5,177.57,161.3,electronics,BrandD,2518.23,Saraville,north,887.85,726.55,-11864.6
8,140,2025-09-26,8,1750.14,320.45,toys,BrandE,648.15,North Kristopherborough,south,14001.12,13680.67,8495.47
5,123,2025-11-07,2,4602.98,55.23,groceries,BrandB,3638.25,Lake David,north,9205.96,9150.73,1874.23
6,116,2025-11-06,6,1136.34,261.6,electronics,BrandD,4435.46,South Donna,north,6818.04,6556.44,-20056.32
3,137,2025-08-25,5,4622.23,33.34,electronics,BrandC,4600.62,Lake Tammychester,east,23111.15,23077.81,74.71
10,127,2025-11-08,4,3014.03,417.6,electronics,BrandC,2587.64,New Melanie,south,12056.12,11638.52,1287.96
10,112,2025-09-26,8,4616.88,64.89,clothing,BrandB,2810.81,New Melanie,south,36935.04,36870.15,14383.67
2,143,2025-09-23,10,665.04,436.75,clothing,BrandE,4053.2,Brandonfurt,south,6650.4,6213.65,-34318.35
3,143,2025-09-20,10,3744.71,101.04,clothing,BrandE,4053.2,Lake Tammychester,east,37447.1,37346.06,-3185.94
5,106,2025-08-20,4,3855.9,242.69,toys,BrandC,3434.36,Lake David,north,15423.6,15180.91,1443.47
2,134,2025-10-15,8,2509.85,49.38,toys,BrandD,891.59,Brandonfurt,south,20078.8,20029.42,12896.7
10,124,2025-09-26,2,5797.17,285.51,electronics,BrandA,3626.44,New Melanie,south,11594.34,11308.83,4055.95
1,105,2025-10-09,3,2392.4,418.15,toys,BrandB,883.91,Thomasberg,south,7177.2,6759.05,4107.32
5,134,2025-10-11,5,370.69,328.96,toys,BrandD,891.59,Lake David,north,1853.45,1524.49,-2933.46
10,135,2025-10-29,1,1316.57,262.91,electronics,BrandD,4772.15,New Melanie,south,1316.57,1053.66,-3718.49
7,133,2025-10-25,7,2332.64,350.66,furniture,BrandD,1932.18,Lake David,south,16328.48,15977.82,2452.56
7,133,2025-09-05,6,232.35,127.97,furniture,BrandD,1932.18,Lake David,south,1394.1,1266.13,-10326.95
4,136,2025-09-28,10,2034.95,183.18,furniture,BrandB,4619.93,Saraville,north,20349.5,20166.32,-26032.98
2,102,2025-08-29,7,5024.39,302.98,electronics,BrandC,3803.33,Brandonfurt,south,35170.73,34867.75,8244.44
10,125,2025-10-01,6,1264.87,35.44,electronics,BrandC,4862.25,New Melanie,south,7589.22,7553.78,-21619.72
4,131,2025-08-25,8,4108.98,465.11,groceries,BrandC,2587.55,Saraville,north,32871.84,32406.73,11706.33
2,103,2025-09-28,6,3816.12,104.37,clothing,BrandD,4319.4,Brandonfurt,south,22896.72,22792.35,-3124.05
5,141,2025-09-19,7,1605.62,245.7,groceries,BrandE,1878.61,Lake David,north,11239.34,10993.64,-2156.63
10,125,2025-10-07,10,4207.12,444.88,electronics,BrandC,4862.25,New Melanie,south,42071.2,41626.32,-6996.18
2,124,2025-11-08,3,2164.45,39.98,electronics,BrandA,3626.44,Brandonfurt,south,6493.35,6453.37,-4425.95
10,117,2025-11-05,5,904.25,400.51,clothing,BrandD,3779.3,New Melanie,south,4521.25,4120.74,-14775.76
1,148,2025-11-06,6,2393.77,30.35,electronics,BrandB,3686.35,Thomasberg,south,14362.62,14332.27,-7785.83
6,102,2025-09-21,10,3593.72,279.01,electronics,BrandC,3803.33,South Donna,north,35937.2,35658.19,-2375.11
9,123,2025-11-06,4,1127.07,469.12,groceries,BrandB,3638.25,New Ericmouth,west,4508.28,4039.16,-10513.84
7,105,2025-09-27,8,4969.49,207.98,toys,BrandB,883.91,Lake David,south,39755.92,39547.94,32476.66
6,123,2025-11-03,6,1894.48,184.53,groceries,BrandB,3638.25,South Donna,north,11366.88,11182.35,-10647.15
2,116,2025-10-16,3,1851.34,354.22,electronics,BrandD,4435.46,Brandonfurt,south,5554.02,5199.8,-8106.58
9,147,2025-10-11,7,4407.82,411.82,groceries,BrandC,485.91,New Ericmouth,west,30854.74,30442.92,27041.55
6,143,2025-10-13,6,3638.76,132.91,clothing,BrandE,4053.2,South Donna,north,21832.56,21699.65,-2619.55
1,141,2025-10-14,5,2126.34,20.33,groceries,BrandE,1878.61,Thomasberg,south,10631.7,10611.37,1218.32
7,107,2025-10-10,8,5344.65,35.19,electronics,BrandC,3022.4,Lake David,south,42757.2,42722.01,18542.81
8,150,2025-10-08,10,5973.51,151.95,electronics,BrandE,4892.12,North Kristopherborough,south,59735.1,59583.15,10661.95
2,138,2025-08-25,4,2154.99,472.3,toys,BrandB,3034.83,Brandonfurt,south,8619.96,8147.66,-3991.66
7,148,2025-09-19,6,5423.1,480.29,electronics,BrandB,3686.35,Lake David,south,32538.6,32058.31,9940.21
6,149,2025-10-17,7,2251.62,48.56,clothing,BrandB,4098.51,South Donna,north,15761.34,15712.78,-12976.79
8,122,2025-08-14,5,1252.29,362.59,clothing,BrandA,115.9,North Kristopherborough,south,6261.45,5898.86,5319.36
3,109,2025-08-18,7,5696.29,265.83,clothing,BrandC,3019.85,Lake Tammychester,east,39874.03,39608.2,18469.25
7,103,2025-11-04,6,5521.5,94.73,clothing,BrandD,4319.4,Lake David,south,33129,33034.27,7117.87
3,123,2025-09-10,2,2509.84,263.1,groceries,BrandB,3638.25,Lake Tammychester,east,5019.68,4756.58,-2519.92
9,135,2025-10-05,10,1486.25,124.38,electronics,BrandD,4772.15,New Ericmouth,west,14862.5,14738.12,-32983.38
5,122,2025-10-06,4,4403.94,312.66,clothing,BrandA,115.9,Lake David,north,17615.76,17303.1,16839.5
10,142,2025-08-27,10,917.55,89.45,toys,BrandC,4928.07,New Melanie,south,9175.5,9086.05,-40194.65
9,112,2025-09-30,9,4444.35,374.6,clothing,BrandB,2810.81,New Ericmouth,west,39999.15,39624.55,14327.26
8,150,2025-08-12,3,3599.7,207.59,electronics,BrandE,4892.12,North Kristopherborough,south,10799.1,10591.51,-4084.85
8,144,2025-09-25,9,1138.56,52.76,electronics,BrandD,1273.32,North Kristopherborough,south,10247.04,10194.28,-1265.6
7,130,2025-10-01,1,2294.56,319.31,toys,BrandE,4224.18,Lake David,south,2294.56,1975.25,-2248.93
10,145,2025-09-04,8,3955.66,178.98,electronics,BrandE,1280.27,New Melanie,south,31645.28,31466.3,21224.14
5,131,2025-09-16,4,368.58,229.36,groceries,BrandC,2587.55,Lake David,north,1474.32,1244.96,-9105.24
6,141,2025-08-25,8,5277.78,332.62,groceries,BrandE,1878.61,South Donna,north,42222.24,41889.62,26860.74
4,112,2025-09-23,5,1646.37,441.41,clothing,BrandB,2810.81,Saraville,north,8231.85,7790.44,-6263.61
2,109,2025-09-07,2,3278.19,83.4,clothing,BrandC,3019.85,Brandonfurt,south,6556.38,6472.98,433.28
5,105,2025-09-14,7,434.23,90.2,toys,BrandB,883.91,Lake David,north,3039.61,2949.41,-3237.96
8,146,2025-09-27,8,5968.88,200.78,clothing,BrandD,2880.05,North Kristopherborough,south,47751.04,47550.26,24509.86
4,150,2025-11-03,3,4022.52,168.76,electronics,BrandE,4892.12,Saraville,north,12067.56,11898.8,-2777.56
8,130,2025-08-12,5,3973.37,79.09,toys,BrandE,4224.18,North Kristopherborough,south,19866.85,19787.76,-1333.14
10,103,2025-09-13,4,265.49,499.22,clothing,BrandD,4319.4,New Melanie,south,1061.96,562.74,-16714.86
10,119,2025-09-10,5,4185.04,221.51,groceries,BrandE,1766.86,New Melanie,south,20925.2,20703.69,11869.39
7,113,2025-08-31,3,2588.14,176.16,furniture,BrandE,4717.91,Lake David,south,7764.42,7588.26,-6565.47
6,103,2025-08-27,7,2374.48,157.58,clothing,BrandD,4319.4,South Donna,north,16621.36,16463.78,-13772.02
1,113,2025-09-29,7,3351.6,495.73,furniture,BrandE,4717.91,Thomasberg,south,23461.2,22965.47,-10059.9
8,103,2025-10-27,2,2925.22,162.33,clothing,BrandD,4319.4,North Kristopherborough,south,5850.44,5688.11,-2950.69
6,121,2025-09-23,8,1045.79,185.86,clothing,BrandC,874.97,South Donna,north,8366.32,8180.46,1180.7
3,120,2025-08-24,10,4216.87,382.09,groceries,BrandB,1538.15,Lake Tammychester,east,42168.7,41786.61,26405.11
8,133,2025-10-28,8,3837.32,215.29,furniture,BrandD,1932.18,North Kristopherborough,south,30698.56,30483.27,15025.83
4,126,2025-08-17,10,1911.53,362.93,furniture,BrandD,3833.61,Saraville,north,19115.3,18752.37,-19583.73
6,135,2025-08-17,7,4020.74,304.21,electronics,BrandD,4772.15,South Donna,north,28145.18,27840.97,-5564.08
5,131,2025-10-01,9,4025.53,281.57,groceries,BrandC,2587.55,Lake David,north,36229.77,35948.2,12660.25
6,117,2025-09-07,9,1729.37,106.96,clothing,BrandD,3779.3,South Donna,north,15564.33,15457.37,-18556.33
5,103,2025-09-05,7,3692.96,382.85,clothing,BrandD,4319.4,Lake David,north,25850.72,25467.87,-4767.93
10,149,2025-10-04,9,952.41,463.07,clothing,BrandB,4098.51,New Melanie,south,8571.69,8108.62,-28777.97
5,142,2025-09-15,1,5009.32,127.04,toys,BrandC,4928.07,Lake David,north,5009.32,4882.28,-45.79
9,113,2025-08-23,6,763.75,480.83,furniture,BrandE,4717.91,New Ericmouth,west,4582.5,4101.67,-24205.79
1,119,2025-09-13,9,4354.78,223.75,groceries,BrandE,1766.86,Thomasberg,south,39193.02,38969.27,23067.53
9,123,2025-10-27,10,838.75,198.55,groceries,BrandB,3638.25,New Ericmouth,west,8387.5,8188.95,-28193.55
4,150,2025-10-14,2,816.97,363.16,electronics,BrandE,4892.12,Saraville,north,1633.94,1270.78,-8513.46
2,104,2025-09-03,2,771.64,491.48,clothing,BrandC,848.92,Brandonfurt,south,1543.28,1051.8,-646.04
4,142,2025-10-08,4,1312.08,297.88,toys,BrandC,4928.07,Saraville,north,5248.32,4950.44,-14761.84
7,122,2025-10-30,6,1318.53,258.8,clothing,BrandA,115.9,Lake David,south,7911.18,7652.38,6956.98
8,118,2025-08-30,3,1688.51,496.71,furniture,BrandC,3866.13,North Kristopherborough,south,5065.53,4568.82,-7029.57
9,108,2025-10-02,10,3210.4,150.92,toys,BrandB,1985.36,New Ericmouth,west,32104,31953.08,12099.48
4,124,2025-10-30,1,1329.79,150.17,electronics,BrandA,3626.44,Saraville,north,1329.79,1179.62,-2446.82
8,128,2025-11-04,10,4265.1,110.94,groceries,BrandA,621.41,North Kristopherborough,south,42651,42540.06,36325.96
8,126,2025-08-28,7,1877.8,427.86,furniture,BrandD,3833.61,North Kristopherborough,south,13144.6,12716.74,-14118.53
8,148,2025-10-23,6,380.52,10.85,electronics,BrandB,3686.35,North Kristopherborough,south,2283.12,2272.27,-19845.83
1,129,2025-08-14,7,3053.68,410.97,groceries,BrandB,3163.97,Thomasberg,south,21375.76,20964.79,-1183
2,125,2025-09-11,2,1365.01,344.86,electronics,BrandC,4862.25,Brandonfurt,south,2730.02,2385.16,-7339.34
5,122,2025-10-06,1,5608.78,137.98,clothing,BrandA,115.9,Lake David,north,5608.78,5470.8,5354.9
4,112,2025-10-10,2,2084.03,276.83,clothing,BrandB,2810.81,Saraville,north,4168.06,3891.23,-1730.39
7,132,2025-09-10,5,166.02,278.16,electronics,BrandB,1074.66,Lake David,south,830.1,551.94,-4821.36
4,145,2025-10-06,4,4079.05,462.96,electronics,BrandE,1280.27,Saraville,north,16316.2,15853.24,10732.16
5,132,2025-10-28,9,5455.25,77.36,electronics,BrandB,1074.66,Lake David,north,49097.25,49019.89,39347.95
10,124,2025-09-22,9,5036.11,18.87,electronics,BrandA,3626.44,New Melanie,south,45324.99,45306.12,12668.16
6,134,2025-11-06,9,4063.78,177.83,toys,BrandD,891.59,South Donna,north,36574.02,36396.19,28371.88
8,118,2025-08-17,10,1022.5,69.2,furniture,BrandC,3866.13,North Kristopherborough,south,10225,10155.8,-28505.5
9,106,2025-08-29,10,676.98,183.54,toys,BrandC,3434.36,New Ericmouth,west,6769.8,6586.26,-27757.34
9,147,2025-09-21,4,3143.48,291.08,groceries,BrandC,485.91,New Ericmouth,west,12573.92,12282.84,10339.2
6,128,2025-09-18,8,4382.85,116.5,groceries,BrandA,621.41,South Donna,north,35062.8,34946.3,29975.02
7,106,2025-11-04,6,742.55,405.54,toys,BrandC,3434.36,Lake David,south,4455.3,4049.76,-16556.4
9,128,2025-10-22,7,1646.97,45.95,groceries,BrandA,621.41,New Ericmouth,west,11528.79,11482.84,7132.97
6,139,2025-09-29,8,1502.29,199.9,groceries,BrandB,2494.17,South Donna,north,12018.32,11818.42,-8134.94
6,112,2025-08-21,10,5933.7,458.94,clothing,BrandB,2810.81,South Donna,north,59337,58878.06,30769.96
8,135,2025-09-09,9,1881.73,367.13,electronics,BrandD,4772.15,North Kristopherborough,south,16935.57,16568.44,-26380.91
5,119,2025-09-02,3,2866.02,361.79,groceries,BrandE,1766.86,Lake David,north,8598.06,8236.27,2935.69
5,121,2025-11-06,6,733.88,396.45,clothing,BrandC,874.97,Lake David,north,4403.28,4006.83,-1242.99
5,107,2025-08-31,1,1172.01,86.45,electronics,BrandC,3022.4,Lake David,north,1172.01,1085.56,-1936.84
4,106,2025-10-21,8,380.75,412.85,toys,BrandC,3434.36,Saraville,north,3046,2633.15,-24841.73
2,121,2025-08-12,2,1849.82,344.8,clothing,BrandC,874.97,Brandonfurt,south,3699.64,3354.84,1604.9
4,143,2025-10-09,5,4839.34,288.12,clothing,BrandE,4053.2,Saraville,north,24196.7,23908.58,3642.58
6,119,2025-11-08,7,1979.34,453.83,groceries,BrandE,1766.86,South Donna,north,13855.38,13401.55,1033.53
2,120,2025-11-08,2,4470.46,297.62,groceries,BrandB,1538.15,Brandonfurt,south,8940.92,8643.3,5567
9,129,2025-10-09,2,705.74,150.2,groceries,BrandB,3163.97,New Ericmouth,west,1411.48,1261.28,-5066.66
3,139,2025-09-27,3,4585.49,365.39,groceries,BrandB,2494.17,Lake Tammychester,east,13756.47,13391.08,5908.57
4,146,2025-10-21,6,418.45,288.14,clothing,BrandD,2880.05,Saraville,north,2510.7,2222.56,-15057.74
4,128,2025-09-21,5,5134.19,39.24,groceries,BrandA,621.41,Saraville,north,25670.95,25631.71,22524.66
8,111,2025-10-20,6,4030.63,27.96,furniture,BrandE,1331.93,North Kristopherborough,south,24183.78,24155.82,16164.24
5,145,2025-10-19,8,1147.5,385.45,electronics,BrandE,1280.27,Lake David,north,9180,8794.55,-1447.61
10,129,2025-10-22,4,2241.54,173.97,groceries,BrandB,3163.97,New Melanie,south,8966.16,8792.19,-3863.69
9,123,2025-09-12,9,2710.63,408.57,groceries,BrandB,3638.25,New Ericmouth,west,24395.67,23987.1,-8757.15
10,129,2025-10-12,8,3787.57,208.26,groceries,BrandB,3163.97,New Melanie,south,30300.56,30092.3,4780.54
5,103,2025-08-20,6,5289.08,433.92,clothing,BrandD,4319.4,Lake David,north,31734.48,31300.56,5384.16
2,147,2025-09-01,8,693.77,434.89,groceries,BrandC,485.91,Brandonfurt,south,5550.16,5115.27,1227.99
4,123,2025-10-11,2,4917.54,113.36,groceries,BrandB,3638.25,Saraville,north,9835.08,9721.72,2445.22
5,140,2025-10-28,8,1219.79,326.39,toys,BrandE,648.15,Lake David,north,9758.32,9431.93,4246.73
4,128,2025-09-14,8,2494.55,301.15,groceries,BrandA,621.41,Saraville,north,19956.4,19655.25,14683.97
6,118,2025-09-24,6,5779.51,5.72,furniture,BrandC,3866.13,South Donna,north,34677.06,34671.34,11474.56
3,141,2025-08-30,2,1740.22,388.71,groceries,BrandE,1878.61,Lake Tammychester,east,3480.44,3091.73,-665.49
5,104,2025-10-20,5,2406.44,191.24,clothing,BrandC,848.92,Lake David,north,12032.2,11840.96,7596.36
1,105,2025-09-20,1,5126.43,152.39,toys,BrandB,883.91,Thomasberg,south,5126.43,4974.04,4090.13
9,143,2025-09-20,2,4829.41,20.59,clothing,BrandE,4053.2,New Ericmouth,west,9658.82,9638.23,1531.83
3,141,2025-10-24,1,3945.75,269.96,groceries,BrandE,1878.61,Lake Tammychester,east,3945.75,3675.79,1797.18
5,126,2025-08-17,6,4811.92,74.79,furniture,BrandD,3833.61,Lake David,north,28871.52,28796.73,5795.07
1,124,2025-10-03,2,811.38,251.2,electronics,BrandA,3626.44,Thomasberg,south,1622.76,1371.56,-5881.32
1,133,2025-10-15,3,4222.59,110.4,furniture,BrandD,1932.18,Thomasberg,south,12667.77,12557.37,6760.83
9,148,2025-11-09,4,493.08,25.26,electronics,BrandB,3686.35,New Ericmouth,west,1972.32,1947.06,-12798.34
5,144,2025-08-30,9,5663.43,365.79,electronics,BrandD,1273.32,Lake David,north,50970.87,50605.08,39145.2
3,111,2025-11-01,3,1082.46,196.44,furniture,BrandE,1331.93,Lake Tammychester,east,3247.38,3050.94,-944.85
8,102,2025-08-31,9,2583.76,222.81,electronics,BrandC,3803.33,North Kristopherborough,south,23253.84,23031.03,-11198.94
2,110,2025-09-13,3,3605.89,297.57,toys,BrandA,2393.44,Brandonfurt,south,10817.67,10520.1,3339.78
1,139,2025-09-24,6,4843.25,252.36,groceries,BrandB,2494.17,Thomasberg,south,29059.5,28807.14,13842.12
10,144,2025-10-19,9,4118.6,111.04,electronics,BrandD,1273.32,New Melanie,south,37067.4,36956.36,25496.48
5,129,2025-08-16,7,1210.37,144.89,groceries,BrandB,3163.97,Lake David,north,8472.59,8327.7,-13820.09
8,103,2025-10-25,8,2371.54,197.16,clothing,BrandD,4319.4,North Kristopherborough,south,18972.32,18775.16,-15780.04
8,109,2025-09-09,4,2247.8,66.09,clothing,BrandC,3019.85,North Kristopherborough,south,8991.2,8925.11,-3154.29
8,105,2025-09-14,7,318.57,41.27,toys,BrandB,883.91,North Kristopherborough,south,2229.99,2188.72,-3998.65
6,116,2025-08-18,3,4154.12,285.72,electronics,BrandD,4435.46,South Donna,north,12462.36,12176.64,-1129.74
3,150,2025-09-20,3,5055.44,24.66,electronics,BrandE,4892.12,Lake Tammychester,east,15166.32,15141.66,465.3
1,142,2025-10-24,7,5844.65,199.6,toys,BrandC,4928.07,Thomasberg,south,40912.55,40712.95,6216.46
5,124,2025-10-29,7,914.33,42.54,electronics,BrandA,3626.44,Lake David,north,6400.31,6357.77,-19027.31
8,124,2025-10-22,1,5534.33,250.91,electronics,BrandA,3626.44,North Kristopherborough,south,5534.33,5283.42,1656.98
2,125,2025-09-25,10,810.68,386.91,electronics,BrandC,4862.25,Brandonfurt,south,8106.8,7719.89,-40902.61
2,137,2025-09-05,4,2556.01,65.19,electronics,BrandC,4600.62,Brandonfurt,south,10224.04,10158.85,-8243.63
7,103,2025-11-05,8,418.94,67.44,clothing,BrandD,4319.4,Lake David,south,3351.52,3284.08,-31271.12
8,139,2025-08-21,10,1680.44,279.65,groceries,BrandB,2494.17,North Kristopherborough,south,16804.4,16524.75,-8416.95
2,110,2025-11-03,7,1988.29,243.93,toys,BrandA,2393.44,Brandonfurt,south,13918.03,13674.1,-3079.98
10,144,2025-10-17,7,4271.72,326.12,electronics,BrandD,1273.32,New Melanie,south,29902.04,29575.92,20662.68
1,129,2025-10-18,1,4115.88,98.05,groceries,BrandB,3163.97,Thomasberg,south,4115.88,4017.83,853.86
3,124,2025-09-20,4,4640.04,308,electronics,BrandA,3626.44,Lake Tammychester,east,18560.16,18252.16,3746.4
3,124,2025-08-17,4,3523.4,367.83,electronics,BrandA,3626.44,Lake Tammychester,east,14093.6,13725.77,-779.99
10,129,2025-11-05,5,3455.32,123.12,groceries,BrandB,3163.97,New Melanie,south,17276.6,17153.48,1333.63
5,149,2025-08-19,2,5870.69,35.82,clothing,BrandB,4098.51,Lake David,north,11741.38,11705.56,3508.54
2,105,2025-10-12,10,4068.59,388.39,toys,BrandB,883.91,Brandonfurt,south,40685.9,40297.51,31458.41
4,137,2025-09-19,2,2129.06,161.71,electronics,BrandC,4600.62,Saraville,north,4258.12,4096.41,-5104.83
2,109,2025-09-01,9,3210.15,462.07,clothing,BrandC,3019.85,Brandonfurt,south,28891.35,28429.28,1250.63
9,134,2025-11-04,3,4248.39,44.8,toys,BrandD,891.59,New Ericmouth,west,12745.17,12700.37,10025.6
7,124,2025-10-02,6,707.17,335.87,electronics,BrandA,3626.44,Lake David,south,4243.02,3907.15,-17851.49
10,126,2025-09-23,6,4021.02,211.77,furniture,BrandD,3833.61,New Melanie,south,24126.12,23914.35,912.69
10,121,2025-08-13,4,1604.18,174.15,clothing,BrandC,874.97,New Melanie,south,6416.72,6242.57,2742.69
10,142,2025-11-02,8,2172.63,160.37,toys,BrandC,4928.07,New Melanie,south,17381.04,17220.67,-22203.89
4,118,2025-09-03,2,4106.33,296.94,furniture,BrandC,3866.13,Saraville,north,8212.66,7915.72,183.46
9,116,2025-08-20,5,2401.53,12.1,electronics,BrandD,4435.46,New Ericmouth,west,12007.65,11995.55,-10181.75
7,108,2025-10-29,8,5058.34,152.41,toys,BrandB,1985.36,Lake David,south,40466.72,40314.31,24431.43
8,102,2025-08-14,9,3416.31,493.83,electronics,BrandC,3803.33,North Kristopherborough,south,30746.79,30252.96,-3977.01
8,148,2025-10-29,6,5928.58,308.11,electronics,BrandB,3686.35,North Kristopherborough,south,35571.48,35263.37,13145.27
5,112,2025-09-21,10,469.21,495.08,clothing,BrandB,2810.81,Lake David,north,4692.1,4197.02,-23911.08
10,132,2025-11-07,7,3913.88,221.11,electronics,BrandB,1074.66,New Melanie,south,27397.16,27176.05,19653.43
7,134,2025-08-31,10,1068.03,72.91,toys,BrandD,891.59,Lake David,south,10680.3,10607.39,1691.49
5,125,2025-10-25,7,5115.75,22.44,electronics,BrandC,4862.25,Lake David,north,35810.25,35787.81,1752.06
10,136,2025-09-23,10,5133.45,409.09,furniture,BrandB,4619.93,New Melanie,south,51334.5,50925.41,4726.11
10,108,2025-09-08,2,5236.08,99.84,toys,BrandB,1985.36,New Melanie,south,10472.16,10372.32,6401.6
1,117,2025-10-08,6,587.96,186.91,clothing,BrandD,3779.3,Thomasberg,south,3527.76,3340.85,-19334.95
10,150,2025-08-31,6,3026.14,378.87,electronics,BrandE,4892.12,New Melanie,south,18156.84,17777.97,-11574.75
2,117,2025-08-12,8,1559.22,426.38,clothing,BrandD,3779.3,Brandonfurt,south,12473.76,12047.38,-18187.02
4,146,2025-09-07,10,5825.35,56.19,clothing,BrandD,2880.05,Saraville,north,58253.5,58197.31,29396.81
4,129,2025-09-02,3,444.55,27.27,groceries,BrandB,3163.97,Saraville,north,1333.65,1306.38,-8185.53
5,114,2025-09-12,5,1452.83,474.47,toys,BrandB,3433.39,Lake David,north,7264.15,6789.68,-10377.27
2,140,2025-09-12,10,3913.41,463.36,toys,BrandE,648.15,Brandonfurt,south,39134.1,38670.74,32189.24
3,119,2025-09-07,10,2509.17,434.38,groceries,BrandE,1766.86,Lake Tammychester,east,25091.7,24657.32,6988.72
4,145,2025-08-31,2,1524.75,410.07,electronics,BrandE,1280.27,Saraville,north,3049.5,2639.43,78.89
3,132,2025-09-30,3,2835.7,6.87,electronics,BrandB,1074.66,Lake Tammychester,east,8507.1,8500.23,5276.25
9,113,2025-10-14,6,4837.38,346.9,furniture,BrandE,4717.91,New Ericmouth,west,29024.28,28677.38,369.92
2,108,2025-11-02,2,2771.38,55.64,toys,BrandB,1985.36,Brandonfurt,south,5542.76,5487.12,1516.4
3,109,2025-09-04,4,5161.05,225.03,clothing,BrandC,3019.85,Lake Tammychester,east,20644.2,20419.17,8339.77
1,105,2025-10-27,5,2765.35,11.37,toys,BrandB,883.91,Thomasberg,south,13826.75,13815.38,9395.83
7,129,2025-09-23,2,844.44,104.5,groceries,BrandB,3163.97,Lake David,south,1688.88,1584.38,-4743.56
8,112,2025-10-23,3,3059.63,269,clothing,BrandB,2810.81,North Kristopherborough,south,9178.89,8909.89,477.46
10,146,2025-10-18,6,3972.23,101.9,clothing,BrandD,2880.05,New Melanie,south,23833.38,23731.48,6451.18
8,129,2025-11-01,3,750.46,261.63,groceries,BrandB,3163.97,North Kristopherborough,south,2251.38,1989.75,-7502.16
5,106,2025-08-14,9,2562.18,129.33,toys,BrandC,3434.36,Lake David,north,23059.62,22930.29,-7978.95
1,144,2025-10-05,7,3409.22,241.51,electronics,BrandD,1273.32,Thomasberg,south,23864.54,23623.03,14709.79
4,121,2025-09-29,7,150.99,364.96,clothing,BrandC,874.97,Saraville,north,1056.93,691.97,-5432.82
5,143,2025-10-13,10,681.74,70.67,clothing,BrandE,4053.2,Lake David,north,6817.4,6746.73,-33785.27
5,123,2025-08-31,3,3684.59,349.38,groceries,BrandB,3638.25,Lake David,north,11053.77,10704.39,-210.36
8,146,2025-09-04,10,3771.54,9.19,clothing,BrandD,2880.05,North Kristopherborough,south,37715.4,37706.21,8905.71
2,105,2025-08-27,7,1931.9,291.5,toys,BrandB,883.91,Brandonfurt,south,13523.3,13231.8,7044.43
4,136,2025-08-14,7,3123.78,331.76,furniture,BrandB,4619.93,Saraville,north,21866.46,21534.7,-10804.81
5,135,2025-11-06,3,1360.08,21.74,electronics,BrandD,4772.15,Lake David,north,4080.24,4058.5,-10257.95
10,119,2025-10-03,8,4078.13,85.16,groceries,BrandE,1766.86,New Melanie,south,32625.04,32539.88,18405
4,120,2025-10-02,9,5709.58,142.01,groceries,BrandB,1538.15,Saraville,north,51386.22,51244.21,37400.86
7,111,2025-08-18,3,2275.55,394.59,furniture,BrandE,1331.93,Lake David,south,6826.65,6432.06,2436.27
2,146,2025-11-05,9,467.51,308.98,clothing,BrandD,2880.05,Brandonfurt,south,4207.59,3898.61,-22021.84
